const,climate_change,quality_of_life,score_welfare_vehicle_ownership_license,LOW,HIGH,y_price,y_acceptability,weights
1.0,0.3,0.2,0.4543462647960029,0,0,0.0,0.2,3058.9858635056557
1.0,1.0,1.0,0.47653915176725703,0,1,0.0,0.0,3995.0421434245236
1.0,1.0,0.5,0.4668517754718102,0,0,0.0,0.0,1294.3017569312403
1.0,0.0,0.0,0.5,0,0,0.0,0.0,3787.874320981247
1.0,0.5,0.4,0.46833034068862106,0,0,1.5,0.0,2452.513475398688
1.0,1.0,1.0,0.5,0,0,1.5,1.0,3787.874320981247
1.0,0.0,0.5,0.4265895299532615,1,0,0.0,0.0,1483.8615395097788
1.0,1.0,1.0,0.5,0,1,0.5,0.8,3995.0421434245236
1.0,0.8,0.8,0.47318881342510727,0,0,0.0,1.0,3058.9858635056557
1.0,0.5,0.5,0.4796837573830423,0,0,0.0,0.1,2985.2009853236436
1.0,0.9,0.8,0.46036443653533565,0,0,3.0,0.2,3995.0421434245236
1.0,1.0,1.0,0.4813478574572577,0,0,2.0,0.6,8181.1639154711465
1.0,0.0,0.0,0.47958295357401043,0,0,0.05,0.0,1848.743563849006
1.0,0.6,0.8,0.48345834794024944,0,1,1.0,0.5,2983.1769870096127
1.0,1.0,1.0,0.5,0,0,2.5,0.0,12070.779696300731
1.0,1.0,1.0,0.5,0,0,0.5,0.7,3995.0421434245236
1.0,0.7,0.7,0.4655481927747382,0,0,2.5,0.0,3365.0505108892385
1.0,1.0,1.0,0.32387761871797943,0,0,0.0,1.0,12730.959241071727
1.0,0.0,0.0,0.5,0,0,0.5,0.0,3631.6772664477853
1.0,0.8,1.0,0.5,1,0,1.5,0.7,3787.874320981247
1.0,0.8,0.7,0.2787311393493068,1,0,1.5,0.8,1550.9439827351741
1.0,1.0,0.9,0.5,1,0,1.5,1.0,5663.551304953652
1.0,1.0,1.0,0.4704600812681496,0,0,1.0,1.0,6314.278227991506
1.0,1.0,1.0,0.5,0,0,0.0,1.0,3787.874320981247
1.0,0.8,1.0,0.5,0,0,4.0,0.8,11286.221264026852
1.0,0.7,0.7,0.46368501567380294,0,1,0.0,0.7,2983.1769870096127
1.0,0.5,0.5,0.47245514064637617,0,0,0.5,0.0,1848.743563849006
1.0,0.8,1.0,0.4838594879610285,0,1,1.0,0.0,2036.449765309154
1.0,0.0,0.0,0.47572299785349903,0,0,0.0,0.0,1518.0518099029305
1.0,0.3,0.2,0.44846967497093054,0,0,0.5,0.0,1981.4538047339172
1.0,0.9,1.0,0.4759052644171016,0,1,0.0,0.6,3631.6772664477853
1.0,0.0,0.0,0.5,0,0,0.0,0.0,3995.0421434245236
1.0,0.0,0.0,0.5,0,0,0.0,0.0,1833.2588471930515
1.0,1.0,1.0,0.4828879748294819,0,1,2.5,0.9,1833.2588471930515
1.0,0.5,0.5,0.4700158804312374,0,0,0.0,0.0,3058.9858635056557
1.0,0.0,0.0,0.45292098659430796,0,0,0.0,0.0,3058.9858635056557
1.0,0.9,0.9,0.44829887126913953,0,0,0.5,0.0,2983.1769870096127
1.0,0.2,0.2,0.5,0,0,0.0,0.0,2622.5495915603124
1.0,0.0,0.0,0.46380644877795146,0,0,0.0,0.0,2452.513475398688
1.0,0.5,0.6,0.4928251209998478,0,0,0.5,0.0,1849.452980922298
1.0,1.0,1.0,0.5,0,1,3.0,1.0,3787.874320981247
1.0,0.8,0.9,0.4223122559329006,1,0,1.5,0.2,1262.452051014077
1.0,1.0,1.0,0.5,0,0,2.5,0.5,2136.416603049381
1.0,0.8,0.8,0.4645219443880617,0,0,4.0,0.8,1294.3017569312403
1.0,0.0,0.0,0.47653915176725703,0,1,0.0,0.0,3058.9858635056557
1.0,0.8,0.8,0.5,0,0,0.5,0.7,2352.4138581411694
1.0,1.0,0.9,0.45983773681087614,0,1,2.5,0.9,2983.1769870096127
1.0,0.8,0.8,0.4735683467593799,0,1,5.0,1.0,3787.874320981247
1.0,0.5,0.4,0.4778311028999881,0,1,5.0,0.0,2983.1769870096127
1.0,0.5,0.5,0.48078997162344306,0,0,2.5,0.1,5401.675296125759
1.0,0.2,0.2,0.4511960766413482,1,0,0.5,0.2,1695.07419232778
1.0,0.6,0.6,0.5,0,0,1.0,0.6,1841.3056663094005
1.0,1.0,1.0,0.5,0,0,1.25,0.8,7815.399180424126
1.0,0.6,0.8,0.45301131946303624,0,0,3.5,0.7,9506.459072786514
1.0,1.0,1.0,0.5,0,0,3.5,1.0,1981.4538047339172
1.0,1.0,1.0,0.45678891280033845,0,0,0.0,1.0,1294.3017569312403
1.0,0.6,0.7,0.43054750272990944,0,0,1.0,0.5,3151.9834919812283
1.0,0.5,0.5,0.46325386426583925,0,0,2.5,0.5,1526.074379323687
1.0,1.0,1.0,0.5,0,0,0.0,0.5,3995.0421434245236
1.0,0.8,0.5,0.5,0,0,0.5,0.0,3615.7008815247223
1.0,0.2,0.2,0.4803308932110003,0,1,0.0,0.6,2983.1769870096127
1.0,0.2,0.3,0.47090224298954236,0,1,0.0,0.0,1981.4538047339172
1.0,0.0,0.0,0.48546683491775394,0,1,0.0,0.0,3787.874320981247
1.0,0.1,0.1,0.46753943496260153,0,0,0.0,0.0,3190.551679156018
1.0,0.7,0.5,0.5,0,0,2.0,1.0,1841.3056663094005
1.0,0.8,0.9,0.34160813652168937,1,0,0.5,0.7,3995.0421434245236
1.0,0.7,0.9,0.4766749109257462,0,0,1.5,0.7,2452.513475398688
1.0,1.0,1.0,0.4825316663921619,0,1,0.0,1.0,2567.292378026637
1.0,0.9,1.0,0.4791896363277416,0,1,5.0,1.0,3787.874320981247
1.0,0.3,0.3,0.4684226686389226,0,0,0.0,0.0,1597.938834783116
1.0,0.7,0.7,0.5,0,0,0.5,0.7,2118.9016710837814
1.0,1.0,1.0,0.4773744357889542,0,1,0.0,0.7,2567.292378026637
1.0,0.8,0.8,0.5,0,0,4.0,0.8,3010.228643586743
1.0,1.0,1.0,0.5,0,0,0.5,0.5,2041.9241499559391
1.0,0.0,0.5,0.5,1,0,0.5,0.2,2352.4138581411694
1.0,1.0,1.0,0.5,0,0,1.0,0.7,1833.2588471930515
1.0,0.0,0.0,0.5,0,0,0.0,0.0,1833.2588471930515
1.0,0.0,0.5,0.4844423511029078,0,0,0.0,0.0,1656.7756148049546
1.0,0.0,0.5,0.4731752729765449,0,1,0.5,0.0,1294.3017569312403
1.0,0.1,0.1,0.4739734108264623,0,1,0.0,0.0,2041.9241499559391
1.0,1.0,1.0,0.4857663483023666,0,0,0.0,0.0,3584.696465574613
1.0,0.3,0.3,0.5,0,0,1.5,0.2,2352.4138581411694
1.0,0.2,0.2,0.486716280911656,0,0,0.0,0.7,1864.186310569944
1.0,1.0,0.8,0.43844557057333455,1,0,0.5,0.0,3851.14557815782
1.0,0.8,0.7,0.4751107559176453,0,1,2.5,0.8,3631.6772664477853
1.0,0.7,0.5,0.5,1,0,0.0,0.0,1716.1843920345632
1.0,0.7,0.7,0.47415113110131296,0,0,0.0,0.0,1483.8615395097788
1.0,0.8,0.7,0.5,0,0,0.0,0.0,1386.4199608166812
1.0,0.0,0.0,0.49130438261285164,0,1,0.0,0.0,1833.2588471930515
1.0,0.7,0.8,0.4734246197319045,0,0,0.5,0.7,1604.8272096226763
1.0,0.5,0.5,0.5,0,0,0.0,0.0,2136.416603049381
1.0,0.1,0.0,0.4766824909074989,0,1,0.0,0.0,1597.938834783116
1.0,0.3,0.4,0.5,0,0,0.0,0.0,7496.4127713696325
1.0,0.5,0.5,0.47031052713658605,0,0,0.0,0.0,3541.6757477581527
1.0,0.0,0.0,0.4464912085015185,0,0,0.0,0.0,2983.1769870096127
1.0,0.0,0.4,0.5,0,0,0.0,0.4,3995.0421434245236
1.0,0.8,1.0,0.5,1,0,1.0,1.0,2911.663483156792
1.0,1.0,1.0,0.5,0,0,0.0,1.0,3954.954164442766
1.0,0.5,0.5,0.470307739422389,0,1,1.5,0.8,3058.9858635056557
1.0,0.0,0.0,0.4589579865296676,0,0,0.0,0.0,2983.1769870096127
1.0,1.0,0.5,0.5,0,0,0.5,0.6,2118.9016710837814
1.0,1.0,1.0,0.5,1,0,2.0,1.0,2041.9241499559391
1.0,0.5,0.5,0.4532648334306128,0,0,0.5,0.0,2983.1769870096127
1.0,0.0,0.0,0.472230987166492,0,0,0.0,0.0,1435.6390589192533
1.0,0.0,0.7,0.4845914339835454,0,0,0.0,0.0,1864.186310569944
1.0,0.0,0.0,0.45082562830653145,0,0,0.0,0.0,2983.1769870096127
1.0,0.3,0.6,0.4725356457425336,0,0,0.5,0.6,3365.0505108892385
1.0,0.8,0.9,0.46831462702604904,0,0,0.5,0.7,937.6606395723757
1.0,0.2,0.2,0.4773052930450848,0,0,0.5,0.2,2352.4138581411694
1.0,0.9,0.9,0.45148455968405377,1,0,0.0,0.0,2136.416603049381
1.0,1.0,1.0,0.45321418795496327,0,0,1.0,0.7,1981.4538047339172
1.0,0.0,0.0,0.4833018853809652,0,1,0.0,0.0,3541.6757477581527
1.0,0.3,0.0,0.4883516429027701,0,0,0.5,0.0,2985.2009853236436
1.0,1.0,1.0,0.4674932388537222,0,0,1.5,0.8,3631.6772664477853
1.0,1.0,1.0,0.4822115711120569,0,0,1.5,0.5,1695.07419232778
1.0,0.8,0.5,0.470840144114467,0,0,0.5,0.5,1849.452980922298
1.0,0.0,0.0,0.4800186160398613,0,0,0.05,0.0,2452.513475398688
1.0,1.0,0.8,0.48718510710061075,0,0,0.5,0.0,1656.7756148049546
1.0,0.0,0.0,0.4731586977792956,0,1,0.0,0.0,984.1211953571602
1.0,0.0,0.3,0.4672798365864241,0,1,0.0,0.0,706.6780529830002
1.0,0.0,0.0,0.4830018606336482,0,1,0.0,0.0,1864.186310569944
1.0,0.6,0.7,0.5,0,0,0.5,0.5,2352.4138581411694
1.0,0.8,0.8,0.4684226686389226,0,0,1.0,0.0,4863.125350001891
1.0,0.8,0.8,0.4856131794344194,0,0,0.0,0.0,1848.743563849006
1.0,0.5,0.0,0.4418248260724242,1,0,2.5,0.0,1864.186310569944
1.0,0.5,0.5,0.42733176297864967,1,0,0.0,0.0,1294.3017569312403
1.0,0.8,1.0,0.5,0,0,1.0,0.0,8251.92366080167
1.0,0.0,0.5,0.46285845828487243,0,0,0.0,0.0,3631.6772664477853
1.0,1.0,1.0,0.5,0,0,2.5,1.0,3541.6757477581527
1.0,0.2,0.3,0.4689158251343409,0,0,0.5,0.2,3058.9858635056557
1.0,0.5,0.5,0.5,0,0,0.0,0.0,5842.0268983552505
1.0,0.9,0.3,0.44715828253153045,0,0,1.0,0.1,3631.6772664477853
1.0,0.3,0.5,0.5,1,0,1.0,0.3,5325.29368819183
1.0,1.0,1.0,0.5,0,0,0.5,1.0,2136.416603049381
1.0,0.0,0.0,0.4473387961460648,0,1,0.0,0.0,2452.513475398688
1.0,1.0,0.8,0.4377271046896184,1,0,0.0,0.0,7815.399180424126
1.0,0.8,0.8,0.47134836140564096,0,0,0.0,0.0,1294.3017569312403
1.0,0.0,0.0,0.46927047836576097,0,0,0.0,0.0,2452.513475398688
1.0,0.3,0.4,0.3695368353661846,0,0,0.5,0.5,9512.908927159722
1.0,1.0,1.0,0.5,0,0,1.0,0.5,1777.252264836571
1.0,0.0,0.0,0.4681997678577134,0,0,0.0,0.0,1483.8615395097788
1.0,0.8,0.8,0.47217923685824226,0,0,0.0,0.0,2036.449765309154
1.0,0.5,0.3,0.5,0,1,0.0,0.0,2352.4138581411694
1.0,0.8,0.3,0.47222211301821765,0,0,0.5,0.7,2206.054422184021
1.0,0.8,0.9,0.5,1,0,5.0,0.8,7496.4127713696325
1.0,1.0,1.0,0.5,0,0,2.5,1.0,1386.4199608166812
1.0,0.9,0.9,0.5,0,0,1.0,0.7,2911.663483156792
1.0,0.1,0.0,0.4708950820166992,0,0,0.0,0.0,984.1211953571602
1.0,1.0,1.0,0.4835702106530618,0,1,1.0,0.8,1847.8631692297702
1.0,0.8,0.8,0.4865790456085786,0,0,1.5,0.8,1656.7756148049546
1.0,0.0,0.5,0.477205228581845,0,0,0.25,0.0,2985.2009853236436
1.0,0.7,0.0,0.4800190552894163,0,0,0.0,0.0,1604.8272096226763
1.0,0.9,0.9,0.47171973775630743,0,0,0.0,0.4,1294.3017569312403
1.0,0.0,0.3,0.44249530145221155,1,0,0.25,0.3,2412.189333929905
1.0,0.2,0.0,0.4679878133283496,0,0,0.5,0.0,5842.0268983552505
1.0,1.0,1.0,0.47460380434988086,0,0,2.5,1.0,1981.4538047339172
1.0,0.6,0.7,0.4950186962502451,0,0,1.5,0.6,1604.8272096226763
1.0,0.0,0.0,0.45661257823272966,0,0,2.5,0.0,2452.513475398688
1.0,0.0,0.0,0.48289486479573257,0,0,0.0,0.0,937.6606395723757
1.0,1.0,0.5,0.43914399418827416,1,0,0.0,0.0,1388.483433381881
1.0,0.3,0.1,0.4695152451175858,0,0,0.0,0.0,1294.3017569312403
1.0,0.7,0.4,0.4969833467165132,0,0,1.5,0.2,2155.2886877111496
1.0,0.0,0.0,0.4865790456085786,0,0,0.0,0.0,1656.7756148049546
1.0,0.8,1.0,0.5,1,0,1.5,1.0,3987.8163521789215
1.0,0.8,0.8,0.4524829761722318,0,0,1.0,0.7,4418.090067264116
1.0,1.0,1.0,0.5,0,0,5.0,1.0,1847.8631692297702
1.0,0.7,0.3,0.5,0,0,2.0,0.5,1841.3056663094005
1.0,0.2,0.3,0.5,0,0,1.0,0.2,1709.7350669178422
1.0,0.6,0.8,0.470397371040615,0,0,1.0,0.6,1864.186310569944
1.0,0.0,0.0,0.4813064249302065,0,0,0.0,0.0,706.6780529830002
1.0,1.0,1.0,0.5,0,0,5.0,0.9,7496.4127713696325
1.0,0.5,0.5,0.4085540815091552,1,0,0.75,0.0,3987.8163521789215
1.0,0.6,0.6,0.4652004685932013,0,0,1.0,0.2,2352.4138581411694
1.0,1.0,1.0,0.5,0,0,0.5,0.7,3851.14557815782
1.0,0.8,0.8,0.4894518417886979,0,1,0.0,0.5,1518.0518099029305
1.0,1.0,1.0,0.4837703894775771,0,1,1.0,0.9,1597.938834783116
1.0,1.0,0.5,0.4775954247496266,0,0,1.5,0.0,706.6780529830002
1.0,1.0,1.0,0.5,0,0,0.0,0.0,2041.9241499559391
1.0,0.7,0.8,0.42777357011431977,0,1,2.0,0.6,1550.9439827351741
1.0,0.3,0.0,0.4688712146968158,0,0,0.0,0.0,1848.743563849006
1.0,1.0,1.0,0.5,0,0,2.5,1.0,3987.8163521789215
1.0,0.8,0.8,0.4822115711120569,0,0,2.5,0.8,3011.0203019470987
1.0,1.0,1.0,0.474150812501723,0,0,1.5,0.7,2567.292378026637
1.0,0.9,0.8,0.4806962532205411,0,0,1.0,0.7,1849.452980922298
1.0,0.9,0.9,0.47610221631420147,0,1,1.5,0.7,1483.8615395097788
1.0,0.0,0.0,0.5,0,0,0.0,0.0,4316.910984721351
1.0,0.8,0.8,0.5,0,0,3.0,0.8,1474.5266374120504
1.0,0.0,0.3,0.4580651152093456,0,0,0.0,0.0,1294.3017569312403
1.0,0.4,0.2,0.47821657865482137,0,0,2.5,0.0,1354.6694311718043
1.0,1.0,1.0,0.5,1,0,3.0,1.0,4728.606132474917
1.0,0.5,0.5,0.48042197797200575,0,0,2.5,0.3,706.6780529830002
1.0,0.0,0.0,0.4432207034638332,1,0,0.5,0.0,1294.3017569312403
1.0,0.7,0.3,0.476222046470103,0,0,0.5,0.0,1166.9843843219962
1.0,0.0,0.0,0.47120270588239654,0,0,0.0,0.0,2041.9241499559391
1.0,1.0,1.0,0.4844209664009105,0,0,0.0,0.0,1129.7764762373772
1.0,0.3,0.3,0.4770058667745048,0,1,0.0,0.0,1208.5097904930772
1.0,0.5,0.3,0.5,0,1,1.0,0.2,1217.2480863089165
1.0,1.0,1.0,0.4717780595852996,0,0,2.5,0.8,1129.7764762373772
1.0,0.6,0.7,0.4693586426603188,0,0,0.5,0.4,706.6780529830002
1.0,1.0,1.0,0.5,0,0,2.0,1.0,1797.4524606783793
1.0,0.6,0.7,0.46815396511350227,0,0,0.5,0.2,1483.8615395097788
1.0,0.4,0.4,0.4761667795643304,0,0,0.0,0.0,769.2028691431852
1.0,0.0,0.0,0.47259155539050113,0,0,0.0,0.0,1483.8615395097788
1.0,0.0,1.0,0.3846375895536382,1,0,0.0,0.0,922.3379504879617
1.0,0.3,0.6,0.4708950820166992,0,0,0.0,0.0,2700.4107446211087
1.0,1.0,1.0,0.4283551208893503,0,1,2.5,0.7,1526.074379323687
1.0,0.5,0.5,0.47294841974237123,0,0,0.0,0.5,1129.7764762373772
1.0,1.0,1.0,0.48324649906955486,0,1,3.0,0.8,2206.054422184021
1.0,0.0,0.0,0.453654542646443,0,0,0.0,0.0,2041.9241499559391
1.0,1.0,1.0,0.4795902927648973,0,0,0.0,0.8,1518.0518099029305
1.0,0.8,0.0,0.4752470383360325,0,0,0.5,0.0,5325.29368819183
1.0,0.7,0.6,0.4720951248805194,0,1,1.0,0.5,2206.054422184021
1.0,0.0,0.0,0.47880960196765915,0,1,0.0,0.0,1483.8615395097788
1.0,1.0,1.0,0.4918772017794289,0,1,0.1,0.0,1435.6390589192533
1.0,1.0,1.0,0.4916483595322784,0,0,1.0,0.8,4023.0428186398576
1.0,0.0,0.0,0.4714751660974983,0,0,0.0,0.0,984.1211953571602
1.0,0.8,0.8,0.4395790550773784,0,1,0.75,0.8,2983.1769870096127
1.0,0.0,0.0,0.484559806068084,0,0,0.0,0.0,2567.292378026637
1.0,0.5,0.5,0.4776628567181196,0,0,0.0,0.0,922.3379504879617
1.0,1.0,1.0,0.4691773975988291,0,0,0.5,1.0,1294.3017569312403
1.0,0.4,0.4,0.4693586426603188,0,0,0.5,0.2,706.6780529830002
1.0,1.0,0.3,0.47226692714622254,0,0,0.0,0.0,2155.2886877111496
1.0,1.0,1.0,0.4789462570007327,0,1,0.5,0.6,2206.054422184021
1.0,0.6,0.7,0.48145405185178836,0,0,1.5,0.6,2985.2009853236436
1.0,0.8,0.8,0.48048559573172445,0,0,2.0,0.8,1294.3017569312403
1.0,0.6,1.0,0.46815884458526724,0,0,0.25,0.6,1981.4538047339172
1.0,0.8,0.8,0.5,0,0,2.5,0.0,1378.7917545688633
1.0,0.0,0.0,0.46389659937938416,0,0,0.0,0.0,1981.4538047339172
1.0,0.0,0.0,0.46837562805004507,0,0,0.0,0.0,706.6780529830002
1.0,0.6,0.0,0.4844864335781397,0,0,0.0,0.0,2036.449765309154
1.0,0.8,0.8,0.44249530145221155,1,0,1.5,0.7,1129.7764762373772
1.0,1.0,1.0,0.5,0,0,2.0,1.0,2251.9636004076297
1.0,0.0,0.0,0.4894426618579081,0,0,0.0,0.0,1656.7756148049546
1.0,0.7,0.7,0.47269440297942855,0,1,3.0,0.8,2983.1769870096127
1.0,1.0,1.0,0.47653915176725703,0,1,1.0,0.1,2983.1769870096127
1.0,0.5,1.0,0.5,0,0,0.0,0.8,2622.5495915603124
1.0,0.0,0.0,0.47015168194679857,0,0,1.0,0.3,1129.7764762373772
1.0,1.0,1.0,0.47294841974237123,0,0,0.0,0.0,1408.6986561824904
1.0,0.5,0.5,0.47653915176725703,0,1,5.0,0.5,2452.513475398688
1.0,0.5,0.5,0.47390456467530423,0,0,1.0,0.4,1604.8272096226763
1.0,0.4,0.5,0.5,1,0,1.5,0.2,5842.0268983552505
1.0,1.0,1.0,0.5,0,0,4.0,0.7,1783.3016281150733
1.0,0.5,0.0,0.4889933739816669,0,0,0.0,0.0,1833.2588471930515
1.0,0.0,0.0,0.4747612798052762,0,0,0.0,0.0,2622.5495915603124
1.0,0.3,0.3,0.4693586426603188,0,0,0.0,0.0,1408.6986561824904
1.0,1.0,1.0,0.4711362899129791,0,0,0.4,0.0,1981.4538047339172
1.0,0.3,0.4,0.4613002031782631,0,0,1.5,0.0,827.7138022938798
1.0,0.3,0.5,0.43201004258304937,1,0,0.5,0.5,1294.3017569312403
1.0,0.8,0.8,0.5,0,0,0.055,0.2,2352.4138581411694
1.0,0.6,0.7,0.47709422935977946,0,1,0.0,0.5,922.3379504879617
1.0,0.2,0.1,0.48331421000255637,0,0,0.0,0.0,1408.6986561824904
1.0,1.0,1.0,0.5,0,0,2.0,1.0,9278.567733959218
1.0,0.8,1.0,0.46935767778699766,0,0,2.5,0.8,1848.743563849006
1.0,0.9,0.9,0.5,0,1,2.0,0.9,2911.663483156792
1.0,0.4,0.4,0.4735683467593799,0,1,0.5,0.0,2452.513475398688
1.0,0.2,0.5,0.4915036203364065,0,0,1.0,0.0,1241.0854722782908
1.0,0.2,0.2,0.45788645633886904,0,0,0.5,0.2,1483.8615395097788
1.0,0.7,0.5,0.4698123327068491,0,0,1.5,0.0,1981.4538047339172
1.0,1.0,1.0,0.4869449202124275,0,0,3.0,0.5,1241.0854722782908
1.0,1.0,1.0,0.45788645633886904,0,0,2.5,0.5,4124.537945177862
1.0,0.4,0.6,0.46811059103600106,0,0,0.0,0.0,1848.743563849006
1.0,0.0,0.0,0.5,0,0,0.0,0.0,2622.5495915603124
1.0,0.7,0.8,0.4748917568011222,0,0,2.5,0.6,1252.0486290295987
1.0,0.0,0.0,0.4920338552901295,0,0,0.0,0.0,1849.452980922298
1.0,1.0,1.0,0.4652530925193595,1,0,5.0,0.8,1848.743563849006
1.0,0.0,0.0,0.4940411899617473,0,0,0.0,0.0,1604.8272096226763
1.0,0.7,0.5,0.47478870689547964,0,0,0.5,0.5,1833.2588471930515
1.0,1.0,0.7,0.47057477368006984,0,0,1.0,0.0,827.7138022938798
1.0,1.0,1.0,0.47345606767727344,0,1,5.0,0.5,2136.416603049381
1.0,0.8,0.7,0.4840480225710415,0,0,1.0,0.5,984.1211953571602
1.0,0.8,0.8,0.5,0,0,0.0,0.0,1903.419191953312
1.0,1.0,0.8,0.43914399418827416,1,0,0.0,0.0,1483.8615395097788
1.0,0.0,0.0,0.4671028724428498,0,0,0.5,0.0,1129.7764762373772
1.0,0.8,0.8,0.46896280816429553,0,0,0.0,0.6,1294.3017569312403
1.0,1.0,1.0,0.4704866728662333,0,0,1.0,0.8,1388.483433381881
1.0,1.0,1.0,0.5,0,0,1.0,1.0,2182.188595031281
1.0,0.7,0.9,0.4615731172895009,0,0,1.0,0.7,1981.4538047339172
1.0,0.8,0.7,0.5,1,0,0.0,0.0,1366.7188128457728
1.0,0.5,0.7,0.42812638957158095,1,0,5.0,0.7,1656.7756148049546
1.0,0.5,0.4,0.471825177834019,0,0,0.0,0.0,1849.452980922298
1.0,1.0,1.0,0.5,0,0,2.5,0.9,1671.1052409785273
1.0,1.0,1.0,0.4750229846855785,0,0,1.5,1.0,937.6606395723757
1.0,0.8,1.0,0.459889815057177,0,0,0.5,0.5,834.5361360138812
1.0,0.5,0.7,0.3129623831917468,1,0,1.5,0.4,1378.7917545688633
1.0,1.0,0.8,0.47501698739891857,0,0,1.0,0.7,1695.07419232778
1.0,0.3,0.3,0.4840098129127293,0,0,0.005,0.0,1695.07419232778
1.0,0.5,0.6,0.46646262023314694,0,0,0.0,0.0,1294.3017569312403
1.0,0.7,0.8,0.5,1,0,1.0,1.0,5448.394952676001
1.0,0.4,0.5,0.470840144114467,0,0,0.0,0.0,1262.452051014077
1.0,0.0,0.0,0.5,0,0,0.0,0.0,827.7138022938798
1.0,0.7,0.7,0.4680560211750814,0,0,0.0,0.0,1262.452051014077
1.0,0.9,0.6,0.4700209667384485,0,1,1.0,0.8,1783.3016281150733
1.0,0.6,0.6,0.5,0,0,2.5,0.6,1251.3978000805448
1.0,0.5,0.7,0.47884777238586673,0,1,1.0,0.5,2452.513475398688
1.0,0.6,0.6,0.5,0,0,2.5,0.6,1378.7917545688633
1.0,0.8,1.0,0.47277916392761504,0,0,1.0,0.8,2206.054422184021
1.0,0.5,0.1,0.4613002031782631,0,0,0.0,0.0,1777.252264836571
1.0,1.0,1.0,0.5,1,0,5.0,0.8,5468.946949938042
1.0,1.0,1.0,0.4730548211091265,0,1,0.5,0.8,2352.4138581411694
1.0,0.2,0.3,0.4936206020144263,0,0,1.5,0.0,1378.7917545688633
1.0,0.8,0.4,0.4793884157492254,0,0,1.0,0.7,2036.239197069362
1.0,0.3,0.3,0.47958295357401043,0,0,1.0,0.1,1366.7188128457728
1.0,0.3,0.5,0.47667940072374837,0,1,0.5,0.8,1386.4199608166812
1.0,0.1,0.1,0.47288562582024596,0,0,0.5,0.0,1166.9843843219962
1.0,1.0,1.0,0.5,0,1,4.0,1.0,7496.4127713696325
1.0,1.0,1.0,0.4752896828498272,0,0,2.5,0.3,1166.9843843219962
1.0,1.0,1.0,0.47531554476029547,0,0,1.0,0.8,1604.8272096226763
1.0,0.7,0.9,0.4630782335593838,0,0,2.5,0.8,1386.4199608166812
1.0,0.5,0.6,0.46896280816429553,0,0,0.0,0.0,1208.5097904930772
1.0,0.0,0.0,0.39232185656065527,1,0,1.0,0.0,1550.9439827351741
1.0,0.6,0.6,0.5,0,0,0.0,0.5,1550.9439827351741
1.0,0.7,0.7,0.4908317248144908,0,0,0.0,0.0,1378.7917545688633
1.0,1.0,1.0,0.4752272650114732,0,1,1.5,0.5,2452.513475398688
1.0,0.5,0.3,0.47006478283939773,0,0,0.0,0.0,2206.054422184021
1.0,0.8,0.8,0.5,1,0,2.0,0.7,1841.3056663094005
1.0,0.8,0.7,0.470804140222225,0,0,2.5,0.2,756.9577330732111
1.0,0.8,0.9,0.4754529898528548,0,0,0.5,0.3,937.6606395723757
1.0,0.7,0.8,0.5,0,0,1.0,0.1,2100.7322176582097
1.0,0.7,0.4,0.4294852768386925,1,0,0.1,0.4,1208.5097904930772
1.0,0.7,0.7,0.487667376234537,0,0,2.5,0.0,2118.9016710837814
1.0,0.7,0.6,0.5,0,1,1.0,0.6,1645.9800986713717
1.0,0.5,0.5,0.5,0,0,0.5,0.0,1366.7188128457728
1.0,0.3,0.7,0.4719513726861183,0,0,0.0,0.2,1841.3056663094005
1.0,0.7,0.6,0.4660891853559448,0,0,0.25,0.3,1550.9439827351741
1.0,0.5,1.0,0.4768644099537814,0,0,2.5,0.5,1518.0518099029305
1.0,0.6,0.8,0.5,0,0,0.1,0.4,3987.8163521789215
1.0,0.7,1.0,0.5,0,0,0.0,0.8,1366.7188128457728
1.0,0.1,0.8,0.4844209664009105,0,0,2.5,1.0,1129.7764762373772
1.0,0.0,0.0,0.49298655026645194,0,0,0.0,0.0,1604.8272096226763
1.0,0.0,0.0,0.4921554093731621,0,0,0.05,0.0,1656.7756148049546
1.0,1.0,0.8,0.4256058762264289,1,0,2.5,0.7,1656.7756148049546
1.0,0.5,0.5,0.4706320967108683,0,0,0.0,0.4,1208.5097904930772
1.0,0.5,0.5,0.4831747013122946,0,1,0.0,0.0,1262.452051014077
1.0,0.9,0.9,0.5,0,0,7.5,0.7,3954.954164442766
1.0,0.5,0.8,0.5,0,0,0.5,0.5,1241.0854722782908
1.0,0.0,0.0,0.471184517870751,0,0,0.0,0.0,1129.7764762373772
1.0,0.0,0.0,0.4846706311768447,0,0,0.0,0.0,1129.7764762373772
1.0,0.0,0.0,0.48338818020991314,0,0,0.0,0.0,1129.7764762373772
1.0,0.3,0.3,0.48945371944579824,0,1,5.0,0.0,1848.743563849006
1.0,0.2,0.2,0.4723602879051385,0,1,0.05,0.0,2452.513475398688
1.0,1.0,1.0,0.46635257780837996,0,1,1.0,0.0,4942.377056493743
1.0,0.5,0.7,0.4590068296370488,0,1,0.0,0.8,1483.8615395097788
1.0,0.6,0.8,0.48043440629597606,0,1,0.5,0.8,1166.9843843219962
1.0,0.0,0.5,0.4898054883862832,0,1,2.5,0.0,1604.8272096226763
1.0,0.7,0.5,0.4497512088760547,0,1,1.25,0.2,2452.513475398688
1.0,0.0,0.0,0.4693586426603188,0,0,0.0,0.0,1129.7764762373772
